82.00,95.59
71.54,14.38
13.33,96.85
88.28,56.26
95.05,78.61
6.77,6.47
76.46,20.02
97.90,76.89
60.27,10.75
34.27,21.40
98.63,59.00
29.86,46.89
36.25,83.27
53.21,68.71
38.35,54.18
98.29,44.30
70.54,94.94
52.65,8.29
33.78,6.96
56.44,18.17
15.85,85.74
26.33,95.20
29.36,83.02
82.67,17.77
38.01,12.90
72.52,68.14
59.53,39.05
30.85,85.07
32.91,2.04
8.04,67.59
73.36,41.55
26.90,83.64
75.46,2.35
96.11,45.70
48.55,21.82
25.75,24.70
2.29,14.66
68.55,89.14
37.15,49.15
99.86,19.32
41.33,73.76
48.61,93.66
37.50,27.12
65.05,52.03
55.30,65.72
80.51,82.84
42.33,98.14
29.68,81.23
4.08,89.59
76.24,70.91
