83.65,25.04
19.50,92.87
98.58,67.23
31.36,3.77
94.26,38.02
56.65,39.00
82.96,50.61
80.66,35.28
78.75,22.20
10.38,59.66
82.54,24.51
66.95,17.62
19.91,63.12
9.94,77.54
30.10,21.85
50.93,2.66
45.15,98.94
90.31,21.14
15.32,91.46
51.51,77.29
12.90,30.39
90.24,27.46
30.96,67.64
64.29,23.48
82.07,1.60
49.83,21.04
23.04,72.76
44.08,56.44
39.70,25.99
65.36,80.61
98.15,22.06
39.89,67.01
1.44,95.26
72.25,22.64
67.07,9.24
90.08,7.10
26.41,5.47
23.06,88.19
55.31,53.70
46.24,36.17
33.59,88.56
5.68,19.39
1.65,87.68
27.64,72.66
17.46,22.19
55.53,55.65
82.76,74.72
72.54,2.94
92.73,58.30
26.26,75.74
