15.62,79.43
46.64,5.29
81.04,66.43
14.15,86.54
43.20,23.61
13.27,11.51
28.94,90.30
53.51,95.25
77.36,90.32
77.53,63.36
86.01,29.20
8.76,74.05
73.80,40.92
96.19,60.53
92.91,86.08
93.03,11.17
2.57,49.56
66.83,48.18
52.69,49.85
56.39,2.97
54.43,52.87
57.56,21.72
56.88,2.83
81.32,82.63
43.11,70.24
78.74,84.66
8.42,80.11
12.34,57.69
69.28,78.96
5.52,93.16
28.97,31.37
99.49,29.00
26.05,83.75
94.32,20.09
83.20,55.87
18.10,21.82
15.44,92.67
5.31,2.96
28.34,75.76
52.96,15.26
98.95,97.79
86.91,48.72
90.11,15.26
25.39,28.20
24.41,38.40
92.01,18.56
53.23,98.47
45.27,49.09
15.45,37.14
49.57,60.34
