64.84,33.64
35.28,70.93
5.88,18.99
63.66,13.73
44.35,86.76
69.69,94.26
48.67,53.19
13.97,36.20
59.28,26.64
41.05,72.54
94.67,90.68
32.95,67.53
88.35,45.07
77.60,45.87
69.98,11.53
90.75,8.15
66.80,72.03
63.11,54.00
41.62,15.42
58.69,31.25
27.07,2.45
47.24,37.51
87.33,27.77
94.56,19.49
50.92,63.75
58.67,48.59
59.74,93.79
21.20,79.61
68.63,87.09
34.62,38.79
74.89,26.31
46.60,40.20
98.56,71.84
57.15,93.29
7.00,63.52
41.56,82.89
77.39,81.80
11.22,92.14
57.26,51.68
63.76,62.11
98.88,80.98
48.63,6.40
7.21,9.16
56.37,95.51
9.95,6.78
65.09,79.30
92.32,10.79
12.32,7.63
91.86,12.40
96.69,33.55
